Brand,Model,Variant,Name,Year,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Selling_Price
12,543,619,927,2016,25000,4,1,1,0,400000
10,591,94,519,2017,35000,4,1,1,0,570000
12,332,556,804,2015,70000,4,1,1,0,130000
12,15,511,682,2016,52000,4,1,1,0,210000
10,123,175,324,2018,52000,1,1,1,0,800000
9,266,220,294,2017,39000,1,1,1,0,700000
19,247,692,1094,2011,28689,1,1,1,0,200000
19,41,483,1066,2014,90000,1,1,1,2,495000
8,187,173,158,2014,80322,1,0,1,0,325000
8,205,556,201,2019,8000,4,1,1,0,650000
12,5,536,666,2007,90000,4,1,1,2,75000
10,219,54,373,2015,61658,1,0,1,0,350000
12,574,556,942,2010,50000,4,1,1,4,90000
12,169,688,769,2016,80000,1,1,1,0,600000
12,464,556,873,2014,57000,1,1,1,2,370000
9,104,223,252,2004,120000,4,1,1,2,125000
10,219,66,377,2019,20000,4,1,0,0,650000
12,168,542,765,2017,30600,4,1,0,0,800000
21,343,28,1280,2020,5000,4,1,1,0,802000
10,558,35,474,2016,35000,1,1,1,0,430000
10,506,311,446,2017,23000,4,1,1,0,650000
11,414,426,593,2004,120000,1,1,1,0,170000
12,15,511,682,2013,87000,4,1,1,0,250000
8,143,11,131,2014,72000,4,1,1,2,550000
12,578,555,947,2007,100000,4,1,1,2,140000
3,60,627,24,2012,12000,4,1,1,0,155000
10,9,597,314,2010,67000,4,1,1,4,120000
20,264,397,1238,2012,70000,1,1,1,0,287000
12,55,128,710,2016,60000,1,1,1,0,675000
10,588,119,494,2011,74500,4,1,1,2,235000
10,590,164,510,2011,118700,1,1,1,2,300000
15,306,564,974,2015,40000,4,1,0,2,434999
20,117,538,1204,2006,140000,4,1,1,2,160000
10,226,674,395,2020,5000,4,1,1,0,600000
3,477,459,63,2016,100000,1,1,1,2,470000
12,450,695,856,2011,100000,4,1,1,2,300000
12,56,41,712,2018,2000,4,1,1,0,600000
10,227,642,393,2020,4000,4,1,0,0,640000
19,239,576,1074,2006,120000,1,1,1,1,50000
10,506,319,451,2015,35000,4,1,1,0,600000
10,588,624,495,2014,29000,3,1,1,0,290000
10,506,319,451,2015,30000,4,1,1,0,600000
19,290,619,1120,2012,120000,1,1,1,0,190000
10,587,33,487,2008,110000,4,1,1,4,160000
12,17,694,695,2017,15000,4,1,1,0,325000
11,64,573,549,2006,73756,1,1,1,0,200000
3,430,15,52,2011,60000,4,1,1,4,125000
10,588,33,490,2008,60000,4,1,1,1,155000
10,594,162,530,2015,90000,1,1,1,0,550000
12,534,555,912,2009,70000,4,1,1,1,130000
12,5,534,664,2002,70000,4,1,1,2,80000
20,180,198,1220,2015,80000,1,1,1,2,500000
17,277,556,1017,2019,27000,4,1,1,0,250000
11,557,450,648,2012,70000,1,1,1,0,580000
4,300,661,65,2002,50000,4,1,1,0,60000
8,194,682,186,2014,90000,1,1,1,2,200000
20,180,198,1220,2015,80000,1,1,1,2,350000
11,557,475,649,2012,80000,1,1,1,2,600000
9,266,686,302,2019,4000,4,1,1,0,650000
12,6,636,676,2008,40000,4,1,1,0,120000
19,319,384,1151,2010,120000,1,1,1,2,180000
10,516,280,469,2018,41395,4,1,0,0,950000
19,294,619,1124,2012,35000,1,1,1,2,250999
3,60,627,24,2013,50000,4,1,1,0,165000
10,147,669,352,2015,48000,4,0,1,0,700000
11,557,475,649,2015,53000,1,0,1,0,750000
5,601,26,84,2018,15000,4,0,0,0,290000
19,312,555,1134,2014,7000,4,1,1,2,45000
18,443,377,1058,2013,88000,1,0,0,0,675000
15,481,518,986,2015,55000,1,0,1,0,530000
3,164,496,34,2014,71014,1,0,1,0,325000
9,27,583,218,2015,60000,1,0,1,0,400000
11,273,354,568,2017,71000,1,0,1,0,380000
9,114,692,282,2016,45000,4,0,0,0,750000
9,72,692,246,2017,45000,4,0,1,0,390000
17,413,658,1025,2015,60000,1,0,1,0,370000
3,61,627,20,2013,80000,1,1,1,2,210000
10,506,309,445,2012,89550,1,1,1,2,575000
11,560,569,653,2010,90000,1,1,1,4,320000
12,462,556,870,2010,149500,1,1,1,4,280000
8,188,679,161,2013,83000,1,0,1,0,380000
12,5,536,666,2005,20000,4,1,1,2,120000
12,144,489,759,2018,20000,4,1,1,0,395000
18,279,346,1031,2010,160000,1,1,1,0,360000
15,481,518,986,2015,100000,1,1,1,0,451000
3,430,15,52,2010,45000,4,1,1,2,175000
3,430,15,52,2009,44800,4,1,1,2,170000
10,410,617,428,2006,40000,4,1,1,2,100000
12,332,556,804,2014,120000,4,1,1,4,150000
19,247,629,1093,2011,10000,1,1,1,2,149000
19,243,145,1082,2011,80000,1,1,1,2,160000
11,557,475,649,2014,156000,1,1,1,0,800000
20,264,416,1257,2010,120000,1,1,1,2,819999
12,54,696,718,2007,100000,4,1,1,2,163000
13,130,447,957,2001,100000,1,1,1,2,350000
19,240,619,1076,2006,100000,4,1,1,2,75000
12,15,631,703,2012,60000,4,1,1,2,180000
8,192,243,179,2017,30000,1,1,1,0,675000
21,345,120,1288,2013,100000,1,1,1,2,434999
19,252,605,1111,2006,110000,4,1,1,2,100000
19,240,619,1076,2009,100000,4,1,1,0,200000
17,413,658,1025,2014,35000,1,1,1,0,400000
8,142,211,118,2018,40000,1,1,1,2,790000
17,127,522,1001,2015,90000,1,1,1,2,500000
18,356,315,1053,2012,120000,1,1,1,2,275000
10,590,170,513,2012,120000,1,1,1,2,450000
12,528,694,924,2016,33000,4,0,1,0,360000
12,23,555,705,2010,25000,4,1,1,0,210000
12,17,630,692,2014,66000,4,0,1,0,220000
3,46,181,11,2009,48000,4,1,1,0,250000
20,264,401,1242,2016,146000,1,0,1,0,990000
11,355,557,580,2013,100000,1,1,1,1,220000
9,111,686,276,2014,50000,4,1,1,0,530000
12,55,128,710,2016,50000,1,1,1,0,575000
11,560,586,655,2012,99000,1,0,1,0,400000
9,308,578,306,2016,50000,1,1,1,0,680000
10,388,476,397,2014,80000,1,1,0,0,1000000
12,15,511,682,2016,45000,4,1,1,2,260000
19,293,619,1122,2010,50000,4,1,1,2,150000
12,23,555,705,2008,70000,4,1,1,4,180000
7,334,589,111,2014,37516,1,1,1,0,346000
11,562,619,651,2015,20000,1,1,1,0,450000
10,219,71,380,2019,5000,4,1,1,0,500000
10,219,52,372,2019,8000,1,1,1,0,700000
12,15,511,682,2019,25880,4,1,1,0,280000
10,396,556,409,2019,10000,4,1,0,0,475000
12,450,689,853,2009,50000,1,1,1,0,300000
12,17,630,692,2014,40000,4,1,1,0,200999
18,279,346,1031,2009,100000,1,1,1,4,200000
3,47,74,15,2009,80000,4,1,1,2,210000
19,262,554,1115,2012,110000,1,1,1,0,160000
10,508,533,460,2009,136000,1,1,1,2,175000
19,319,387,1154,2012,80000,1,1,1,0,320000
12,15,631,703,2009,50000,4,1,1,2,110000
12,536,643,921,2008,30000,4,1,1,0,300000
9,107,641,263,2012,10000,4,1,1,0,700000
19,245,145,1088,2009,90000,1,1,1,1,135000
11,68,649,554,2015,110000,1,1,1,0,500000
11,425,451,613,2012,120000,1,1,1,2,550000
20,264,421,1261,2014,90000,1,1,1,4,1050000
9,111,686,276,2016,20000,4,1,1,0,500000
12,363,689,810,2011,90000,1,1,1,2,180000
10,399,604,418,2010,50000,4,1,1,2,170000
9,72,96,239,2019,9000,4,1,1,0,484999
12,6,696,677,2011,70000,4,1,1,2,150000
12,20,546,698,2018,25000,4,1,1,0,380000
10,398,556,413,2019,10000,4,1,1,0,480000
21,345,120,1288,2011,60000,1,1,1,2,290000
6,283,584,98,2013,70000,4,1,1,0,350000
12,15,511,682,2014,25000,4,1,1,0,110000
10,392,720,406,2003,80000,4,1,1,4,70000
21,500,542,1312,2011,70000,4,1,0,4,300000
12,15,510,681,2017,60000,4,1,1,0,180000
17,274,656,1014,2020,20000,4,1,1,0,300000
12,56,41,712,2017,60000,4,1,1,0,509000
12,373,472,822,2016,80000,1,1,1,0,650000
12,464,556,873,2015,70000,1,1,1,4,450000
11,414,427,594,2007,100000,1,1,1,2,210000
10,594,162,530,2013,80000,1,1,1,2,360000
20,264,408,1249,2011,120000,1,1,1,2,495000
12,15,629,700,2006,100000,4,1,1,4,105000
10,590,642,534,2010,60000,4,1,1,4,270000
8,196,630,189,2010,110000,4,1,1,0,130000
9,109,660,268,2014,90000,1,1,1,2,700000
3,125,628,31,2012,40000,1,1,1,0,400000
12,473,533,891,2009,60000,4,1,1,2,250000
9,34,714,231,2013,94000,1,1,1,2,325000
12,15,631,703,2008,100000,4,1,1,0,69000
12,578,555,947,2007,90000,4,1,1,0,90000
11,556,351,646,2016,40000,1,1,1,0,1000000
10,11,560,317,2010,90000,0,1,1,2,145000
12,17,629,691,2020,1100,4,1,1,1,250000
12,447,688,872,2011,70000,1,1,1,4,256000
19,239,576,1074,2005,120000,1,1,1,0,70000
17,274,657,1016,2016,70000,4,1,1,2,240000
19,243,100,1081,2010,128000,4,1,1,0,97000
19,252,561,1101,2012,120000,1,1,1,0,130000
12,447,152,836,2009,52536,4,1,1,0,199000
9,115,330,287,2006,70000,4,1,0,0,125000
10,558,34,473,2015,60000,1,1,1,0,420000
11,322,644,579,2016,110000,1,1,1,0,525000
10,399,604,418,2008,85000,4,1,1,0,125000
10,514,533,466,2010,135000,1,1,1,0,325000
21,498,613,1310,2012,86000,1,1,1,1,330000
12,537,619,915,2010,50000,4,1,1,0,110000
12,370,651,818,2019,1950,4,1,1,0,450000
12,447,152,836,2005,118400,4,1,1,0,85000
9,115,331,288,2007,70000,4,1,1,2,229999
10,585,642,489,2012,60000,4,1,1,2,250000
8,143,208,134,2015,68000,1,1,1,0,650000
20,182,113,1225,2017,6480,4,2,1,0,650000
12,519,689,897,2017,32077,1,2,1,0,750000
20,569,600,1263,2018,19107,4,2,1,0,850000
10,137,645,341,2017,18469,4,2,1,0,315000
12,460,645,867,2015,28217,4,2,1,0,415000
12,100,651,752,2016,72787,1,2,1,0,640000
12,92,159,739,2017,31063,4,2,1,0,780000
10,123,285,327,2015,58692,1,2,1,0,850000
10,123,285,327,2015,54784,1,2,1,0,900000
12,176,555,782,2007,54000,4,1,1,0,75000
21,494,566,1304,2012,97000,1,1,1,0,215000
12,376,542,828,2009,120000,4,1,0,2,130000
10,396,556,409,2019,16000,4,1,0,0,400000
12,451,711,843,2019,60000,4,1,0,0,550000
3,60,627,24,2016,52000,4,0,1,0,245000
12,464,556,873,2010,110000,1,1,1,1,320000
11,475,469,626,2016,60000,1,1,0,2,730000
8,206,291,202,2005,100000,4,1,1,4,120000
9,113,692,284,2017,35000,4,1,1,0,950000
12,543,619,927,2017,48000,4,1,1,4,350000
12,175,696,783,2005,20000,4,1,1,2,100000
12,543,619,927,2017,30000,4,1,1,0,350000
12,542,555,930,2005,40000,4,1,1,2,80000
10,506,317,449,2013,60000,4,1,1,0,370000
10,135,651,338,2012,70000,4,1,1,2,160000
19,437,500,1175,2009,120000,1,1,1,0,130000
3,384,74,45,2016,30000,4,1,1,0,250000
19,319,387,1154,2012,80000,1,1,1,2,270000
10,136,651,340,2013,80000,4,1,1,0,160000
10,140,651,346,2016,80000,4,1,1,0,229999
11,66,709,557,2017,29000,1,1,1,0,750000
3,336,373,39,2011,120000,1,1,1,0,195000
5,358,660,81,2016,22000,4,1,1,0,270000
18,185,79,1028,2012,50000,4,1,1,0,300000
3,61,627,20,2012,50000,1,1,1,0,200000
12,573,37,939,2007,81366,4,1,1,0,120000
12,177,555,784,2006,110000,4,1,1,0,95000
17,198,199,1005,2012,90000,1,1,1,0,300000
17,274,657,1016,2016,53000,4,1,1,2,200000
12,15,511,682,2017,30000,4,1,1,0,250000
12,450,116,840,2012,90000,4,1,1,2,368000
12,539,619,918,2012,60000,3,1,1,0,180000
10,219,73,382,2017,15000,4,1,1,0,525000
8,160,486,145,2005,150000,1,1,1,2,350000
11,475,462,619,2018,30000,1,1,1,2,850000
12,447,152,836,2005,67000,4,1,1,0,160000
12,459,647,865,2017,40000,1,1,1,0,500000
10,399,604,418,2008,100000,4,1,1,0,130000
19,583,129,1197,2015,100000,1,1,1,2,350000
12,528,630,914,2005,80000,4,1,1,0,70000
20,264,399,1240,2014,145000,1,1,1,2,750000
9,34,714,231,2013,53000,1,1,1,0,450000
12,450,621,845,2015,73000,1,1,1,4,430000
12,371,688,823,2011,90000,1,1,1,4,260000
12,447,688,872,2013,80000,1,1,1,4,370000
3,46,161,9,2011,100000,0,1,1,0,229999
8,194,590,184,2011,90000,1,1,1,4,140000
10,154,556,357,2020,7300,4,1,1,0,545000
5,361,645,83,2017,30000,4,1,1,0,200000
19,381,692,1165,2015,120000,1,1,1,0,500000
12,15,631,703,2008,90000,4,1,1,2,70000
11,484,480,629,2013,25000,1,1,1,4,580000
12,144,487,758,2012,70000,0,1,1,2,160000
12,15,631,703,2010,36000,4,1,1,0,160000
12,171,651,771,2016,49000,1,1,1,0,760000
10,140,647,345,2015,22000,4,1,1,0,300000
11,64,440,545,2019,24000,1,1,1,0,800000
12,450,688,851,2018,20000,1,1,1,0,680000
12,5,579,668,2009,50000,3,1,1,2,85000
12,467,556,880,2016,60000,4,1,1,0,500000
10,9,605,320,2008,60000,4,1,1,0,145000
11,355,558,581,2013,60000,1,1,1,0,300000
12,464,647,874,2017,60000,1,1,1,2,600000
12,450,694,854,2015,70000,4,1,1,2,400000
10,408,595,426,2007,135000,4,1,1,2,130000
12,5,535,665,2001,72539,4,1,1,2,45000
12,59,41,720,2017,25000,4,1,1,0,641000
12,450,688,851,2015,50000,1,1,1,0,650000
8,201,583,196,2020,101,1,0,1,3,784000
8,191,682,192,2020,101,4,0,1,3,635000
8,143,214,137,2020,101,1,0,1,3,1000000
8,191,275,171,2015,52328,1,0,1,0,495000
10,399,604,418,2013,30000,4,1,1,0,324000
12,15,511,682,2018,35000,4,1,1,0,200000
12,450,688,851,2015,60000,1,1,1,0,320000
10,140,647,345,2015,20500,4,1,1,0,300000
20,264,414,1255,2008,154000,1,1,1,4,500000
20,179,692,1234,2011,120000,4,1,1,2,305000
12,5,534,664,2009,50000,4,1,1,1,125000
12,450,707,858,2015,135000,1,1,1,0,800000
11,420,556,608,2009,100000,1,1,1,0,420000
12,522,651,900,2017,40000,1,1,1,0,875000
12,450,707,858,2014,70000,1,1,1,0,580000
12,462,556,870,2011,133000,1,1,1,2,350000
10,9,604,318,2004,110000,4,1,1,2,120000
17,127,365,995,2013,120000,1,1,1,0,650000
12,17,438,690,2010,80000,4,1,1,2,225000
9,28,717,216,2014,15000,4,1,0,0,400000
10,215,604,369,2005,70000,4,1,1,0,250000
10,400,651,416,2008,41723,4,1,1,2,120000
12,374,556,825,2010,70000,4,1,1,0,250000
12,17,630,692,2012,20000,4,1,1,2,175000
12,237,133,795,2018,26350,1,0,1,0,590000
19,256,553,1105,2015,68745,1,0,1,0,225000
11,556,450,647,2016,47000,1,1,1,0,900000
12,20,539,696,2017,27289,4,0,0,0,375000
10,136,651,340,2016,24662,4,0,1,0,320000
12,450,688,851,2013,37000,1,0,1,0,525000
15,184,705,966,2014,28245,1,0,1,0,650000
10,219,57,374,2017,27005,1,0,1,0,575000
10,585,642,489,2014,39227,4,0,1,0,355000
11,273,353,567,2016,31367,1,0,1,0,470000
12,528,630,914,2008,35008,4,0,1,0,221000
10,399,604,418,2009,27005,4,0,1,0,195000
10,399,698,421,2004,100005,4,0,1,2,90000
10,509,583,464,2013,45264,1,0,1,0,580000
12,144,497,761,2014,39093,4,0,1,0,325000
9,105,591,258,2013,45241,4,0,1,0,495000
10,133,594,339,2014,12000,4,0,1,0,290000
5,358,26,79,2018,2769,4,0,1,0,375000
19,248,625,1095,2011,43128,1,0,1,0,211000
12,15,630,702,2004,50000,4,1,1,2,70000
10,588,41,493,2010,60000,4,1,1,2,225000
11,414,629,598,2014,70000,1,1,1,4,420000
3,384,74,45,2015,22255,4,1,1,0,280000
10,599,41,540,2013,59213,4,1,1,0,400000
11,556,450,647,2015,55000,1,1,1,0,850000
8,190,236,164,2011,80000,1,1,1,0,550000
17,81,213,993,2018,40000,1,1,1,0,1000000
9,115,331,288,2007,70000,4,1,1,4,170000
8,42,556,112,2020,1010,4,0,1,3,828999
8,191,682,192,2020,1111,4,0,1,3,746000
8,143,229,140,2020,1010,4,0,1,3,1030000
8,200,682,195,2020,1010,4,0,1,3,811999
8,201,651,198,2020,1010,4,0,1,3,852000
19,239,575,1073,2006,120000,1,1,1,2,45000
17,127,521,1000,2013,70000,1,1,1,4,430000
11,417,528,603,2015,70000,1,1,1,0,830000
11,423,391,610,2009,110000,1,1,1,2,409999
12,447,688,872,2012,80000,1,1,1,4,190000
9,14,3,210,2007,80000,4,1,1,2,200000
10,9,605,320,2006,110000,4,1,1,2,120000
11,67,649,553,2019,50000,1,1,1,0,850000
19,254,553,1103,2011,115000,1,1,1,1,95000
12,537,619,915,2013,80000,4,1,1,0,213000
21,39,255,1268,2018,25000,1,1,1,0,660000
15,301,700,973,2017,48965,4,0,1,0,415000
11,557,475,649,2012,76290,1,0,1,0,650000
11,552,543,642,2016,70000,1,1,0,2,969999
12,451,688,841,2017,25000,1,1,0,0,715000
12,447,688,872,2016,47000,1,0,1,0,565000
11,484,480,629,2013,45766,1,1,1,2,615000
19,318,480,1149,2007,78771,1,0,1,2,199000
12,470,555,885,2010,79357,1,0,1,0,325000
8,194,590,184,2012,28000,1,1,1,0,409999
10,511,542,463,2012,72000,1,0,0,2,500000
8,194,630,185,2011,76736,1,0,1,2,225000
12,22,555,701,2007,70000,4,1,1,2,135000
17,278,372,1019,2012,80000,1,1,0,2,750000
12,538,555,919,2009,60000,3,1,1,2,155000
21,345,120,1288,2012,77000,1,0,1,4,335000
8,238,327,207,2005,92645,1,0,1,1,114999
13,317,433,962,2007,101849,1,0,1,2,699000
11,64,573,549,2004,120000,1,1,1,1,110000
10,594,41,529,2012,80000,4,1,1,0,300000
11,418,475,604,2014,70000,1,1,1,2,700000
12,170,645,768,2017,120000,1,1,1,0,700000
12,15,511,682,2013,42000,4,1,1,4,210000
12,166,688,772,2012,120000,1,1,1,4,600000
19,292,619,1121,2012,155836,1,1,1,2,180000
12,547,554,935,2011,59000,4,1,1,2,220000
3,430,16,53,2009,60000,4,1,1,0,70000
10,123,165,321,2018,70000,1,1,1,2,950000
8,186,237,152,2014,20000,1,1,1,0,800000
11,557,475,649,2012,120000,1,1,1,4,700000
17,274,7,1006,2016,40000,4,1,1,0,265000
21,346,120,1289,2011,90000,1,1,1,4,175000
11,355,558,581,2012,89000,1,1,1,2,260000
20,264,415,1256,2013,80000,1,1,1,4,950000
11,416,496,601,2015,50000,1,1,1,0,630000
19,313,662,1137,2012,35000,4,1,1,4,35000
12,15,631,703,2009,120000,4,1,1,0,150000
19,252,625,1114,2008,90000,1,1,1,0,105000
19,248,629,1096,2013,65000,1,1,1,0,185000
6,231,130,90,2014,50000,1,1,1,0,260000
12,450,689,853,2012,33000,1,1,1,0,450000
12,467,581,881,2016,38000,4,1,1,0,500000
12,17,438,690,2012,40000,4,1,1,0,260000
21,346,120,1289,2012,55000,1,1,1,2,265000
11,484,562,630,2017,26000,1,1,1,2,800000
19,382,474,1166,2016,80000,1,1,1,0,869999
12,55,41,709,2018,40000,4,1,1,0,690000
14,338,432,964,2011,120000,1,1,1,0,825000
12,22,555,701,2006,63230,4,1,1,2,160000
11,414,425,592,2006,120000,1,1,1,2,300000
12,528,694,924,2005,100000,4,1,1,4,100000
10,594,162,530,2015,77000,1,1,1,2,530000
12,467,647,882,2016,30000,4,1,1,0,360000
12,447,58,832,2015,40000,4,1,1,0,220000
12,15,511,682,2017,35000,4,1,1,0,178000
11,486,478,633,2018,5000,1,1,1,0,515000
12,363,695,812,2014,35000,4,1,1,0,300000
19,247,625,1092,2012,80000,1,1,1,2,150000
19,321,92,1160,2017,15000,4,1,1,0,750000
20,264,403,1244,2012,80000,1,1,1,0,950000
12,5,676,672,2006,40000,4,1,1,2,90000
19,240,619,1076,2008,110000,4,1,1,4,65000
10,506,281,440,2012,90000,1,1,1,2,312000
12,519,622,895,2018,25000,1,1,1,0,700000
10,410,617,428,2005,47000,4,1,1,0,150000
17,198,199,1005,2013,60000,1,1,1,0,450000
10,513,533,465,2010,120000,1,1,1,2,229999
12,462,555,869,2008,120000,1,1,1,0,111000
12,450,689,853,2012,140000,1,1,1,2,250000
8,203,583,199,2019,1001,1,0,1,0,750000
8,191,277,173,2017,1758,4,0,0,0,774000
8,191,277,173,2018,1452,4,0,0,0,711000
8,191,274,170,2017,35122,1,0,1,0,600000
12,450,688,851,2015,92621,1,0,1,0,455000
5,213,650,77,2015,92198,4,0,1,2,225000
12,450,688,851,2019,5000,1,1,1,0,650000
3,60,627,24,2013,50000,4,1,1,0,200000
10,123,284,326,2016,74000,1,1,0,0,875000
18,356,245,1042,2017,40000,1,1,0,0,750000
12,451,688,841,2019,22000,1,1,0,0,725000
12,15,631,703,2007,100000,4,1,1,2,100000
17,277,647,1018,2016,23000,4,1,1,0,280000
19,244,555,1086,2009,30000,1,1,1,0,150000
19,291,670,1125,2010,50000,4,1,1,0,200000
12,363,689,810,2010,100000,1,1,1,2,148000
12,450,695,856,2011,70000,4,1,1,2,254999
12,450,711,859,2013,60000,4,1,1,2,360000
12,15,629,700,2006,90000,4,1,1,2,95000
19,247,692,1094,2012,40000,1,1,1,0,185000
17,274,656,1014,2019,15000,4,1,1,0,300000
10,516,307,470,2018,40000,4,1,1,0,800000
6,353,45,105,2010,50000,4,1,1,2,80000
10,558,111,483,2018,8000,4,1,1,0,500000
10,136,651,340,2013,35000,4,1,1,0,250000
19,319,384,1151,2010,80000,1,1,1,0,250000
12,536,555,916,2005,50000,4,1,1,2,125000
12,23,554,704,2002,80000,4,1,1,1,100000
11,414,639,600,2010,90000,1,1,1,0,480000
11,273,355,569,2018,30000,4,1,1,2,320000
12,6,696,677,2010,70000,4,1,1,2,130000
19,239,576,1074,2006,80000,1,1,1,2,57000
10,391,615,402,2005,60000,4,1,1,0,75000
12,5,580,669,2003,35000,4,1,1,0,60000
12,23,555,705,2008,70000,4,1,1,0,125000
9,104,222,251,2004,100000,4,1,1,4,105000
12,538,555,919,2008,152000,3,1,1,2,125000
19,252,629,1117,2012,90000,1,1,1,2,130000
12,59,41,720,2019,40000,4,1,1,0,630000
9,25,716,213,2016,50000,4,1,1,2,330000
12,543,619,927,2014,15000,4,1,1,2,340000
10,406,617,423,2006,120000,4,1,1,4,60000
19,381,589,1164,2014,78322,1,1,1,0,550000
12,166,688,772,2014,110000,1,1,1,2,480000
10,506,309,445,2013,80000,1,1,1,2,315000
8,190,236,164,2012,120000,1,1,1,0,165000
3,60,625,23,2016,125000,4,1,1,0,170000
12,56,41,712,2018,8000,4,1,1,0,550000
21,39,82,1264,2018,13000,4,1,1,0,465000
19,247,629,1093,2012,80000,1,1,1,4,120000
10,506,321,453,2008,54309,4,1,1,0,220000
8,194,630,185,2011,70000,1,1,1,2,180000
3,46,298,12,2006,34600,4,1,1,4,150000
19,584,127,1201,2016,25000,4,1,1,0,520000
19,381,589,1164,2013,80000,1,1,1,4,430000
11,65,501,551,2009,55000,1,1,1,2,300000
10,502,583,435,2020,5000,1,1,1,0,1000000
9,526,692,311,2017,30000,1,1,1,0,725000
10,506,176,438,2011,31000,1,1,1,0,500000
12,537,619,915,2011,50000,4,1,1,0,250000
12,450,688,851,2018,38217,1,1,1,0,700000
8,196,711,191,2011,50000,4,1,1,4,185000
12,363,689,810,2011,120000,1,1,1,0,200000
11,64,573,549,2004,110000,1,1,1,4,315000
11,273,362,576,2016,60000,4,1,1,0,370000
10,585,674,496,2011,50000,4,1,1,0,250000
12,237,59,792,2019,15000,4,1,1,0,500000
20,118,328,1205,2008,35000,4,1,1,2,400000
19,296,625,1128,2014,100000,1,1,1,0,200000
12,450,688,851,2016,40000,1,1,1,2,284000
12,542,643,931,2007,60000,4,1,1,4,80000
3,60,649,27,2014,77000,4,1,1,0,170000
10,9,597,314,2011,60000,4,1,1,0,150000
19,293,619,1122,2010,77073,4,1,1,2,110000
8,192,239,177,2016,70000,1,1,1,0,400000
10,588,624,495,2013,90000,3,1,1,2,275000
11,414,639,600,2014,90000,1,1,1,0,550000
12,22,555,701,2007,100000,4,1,1,2,125000
3,60,627,24,2010,80000,4,1,1,2,135000
11,415,556,599,2012,150000,1,1,1,0,349000
12,464,556,873,2014,80000,1,1,1,0,458000
12,17,694,695,2018,35000,4,1,1,0,300000
12,15,631,703,2008,70000,4,1,1,0,95000
12,369,435,817,2018,50000,1,1,1,0,850000
8,201,583,196,2019,25000,1,1,1,0,750000
8,195,591,183,2013,120000,1,1,1,0,190000
12,536,643,921,2009,70000,4,1,1,0,150000
10,9,603,316,2009,106000,4,1,1,4,114999
20,264,379,1237,2010,120000,4,1,1,4,320000
12,15,509,680,2019,120000,0,1,1,0,300000
12,363,631,808,2016,160000,4,1,1,0,275000
3,46,299,13,2010,120000,4,1,1,2,140000
19,24,706,1064,2020,10000,4,1,1,0,830000
21,350,120,1294,2013,50000,4,1,1,0,380000
10,588,41,493,2010,90000,4,1,1,2,150000
3,430,15,52,2008,70000,4,1,1,0,50000
11,64,665,559,2008,100000,1,1,1,0,155000
18,442,332,1056,2010,80000,4,1,1,0,300000
12,15,511,682,2018,16584,4,0,1,0,300000
19,487,445,1185,2016,38000,1,0,1,0,385000
12,528,630,914,2010,51000,4,0,1,0,221000
19,487,29,1176,2016,38000,1,0,1,0,381000
12,15,511,682,2015,35000,4,0,1,0,250999
10,394,720,408,2002,120000,4,1,1,4,60000
19,487,29,1176,2016,38000,1,0,1,0,380000
18,282,342,1037,2008,144000,1,1,1,4,180000
12,100,651,752,2017,64000,1,0,1,0,751000
10,133,13,335,2014,65000,4,0,1,0,229999
11,425,455,617,2014,58000,1,0,1,2,782000
11,425,392,612,2014,58000,1,0,1,2,780000
12,15,511,682,2016,68000,4,0,1,0,245000
10,590,170,513,2011,81257,1,0,1,0,321000
10,219,57,374,2017,44000,1,0,1,0,509999
19,311,662,1133,2015,45000,4,0,1,0,110000
21,345,120,1288,2013,75000,1,0,1,0,400000
12,447,694,878,2013,90000,4,1,1,0,370000
10,507,533,458,2007,80000,1,1,1,2,175000
12,15,511,682,2013,25000,4,1,1,2,92800
19,559,478,1194,2014,90000,1,1,1,0,291000
10,506,309,445,2013,110000,1,1,1,4,335000
12,326,503,797,2013,35000,4,1,1,0,170000
12,15,511,682,2019,10000,4,1,1,0,295000
17,274,656,1014,2019,10000,4,1,1,0,375000
10,136,651,340,2012,70000,4,1,1,2,215000
8,186,196,151,2009,110000,1,1,1,2,150000
12,15,630,702,2003,5000,4,1,1,2,60000
19,320,479,1157,2012,110000,1,1,1,1,280000
20,179,687,1233,2016,50000,1,1,1,2,450000
12,56,128,713,2018,15000,1,1,1,0,650000
19,584,126,1200,2015,60000,4,1,1,2,300000
19,316,704,1145,2015,57000,4,1,1,0,73000
12,464,556,873,2015,87000,1,1,1,4,400000
17,274,24,1008,2017,70000,4,1,1,0,300000
12,528,544,906,2012,30000,4,1,0,2,300000
12,450,688,851,2012,80000,1,1,1,0,450000
10,399,604,418,2009,100000,4,1,1,2,200000
12,447,694,878,2019,40000,4,1,1,0,580000
10,219,63,375,2017,3917,4,1,1,0,550000
11,422,428,609,2007,160000,1,1,1,2,190000
19,487,31,1178,2017,35000,1,1,1,0,450000
3,430,15,52,2014,70000,4,1,1,0,220000
12,377,556,829,2012,69069,4,0,1,0,310000
10,157,556,361,2019,13500,4,1,1,0,650000
12,541,694,923,2014,59059,4,0,1,0,300000
10,9,597,314,2013,70000,4,1,1,0,200000
9,75,641,243,2012,39039,4,0,1,0,285000
9,74,591,242,2014,33033,4,0,1,0,335000
10,515,691,467,2011,55168,4,1,1,2,370000
10,590,103,507,2013,41041,4,0,1,0,375000
